__NaNMH_TimeNaNMH_DOYNaNMH_0.1_mNaNMH_0.3\_mNaNMH_0.5 mNaNMH_1.0 mNaNMH_3.0 mNaNMH_5.0 mNaNMH_7 mNaNIH_TimeNaNIH_DOYNaNIH_0.1 mNaNIH_0.3 mNaNIH_0.5 mNaNIH_1.0 mNaNIH_3.0 mNaNIH_5.0 mNaN
__NaN2009-08-29 13:00NaN241.5 NaN12.3 NaN12.3 NaN12.3 NaN12.3 NaN12.3 NaN10.4 NaN9.2 NaN2009-08-29 13:00NaN241.5 NaN12.6 NaN12.7 NaN12.7 NaN12.7 NaN12.6 NaN12.7 NaN
__NaN2009-08-29 13:10NaN241.5 NaN12.3 NaN12.3 NaN12.3 NaN12.3 NaNNaNNaNNaN2009-08-29 13:10NaN241.5 NaN12.6 NaN12.7 NaN12.7 NaN12.7 NaNNaNNaN
__NaN2009-08-29 13:20NaN241.5 NaN12.3 NaN12.3 NaN12.3 NaN12.3 NaNNaNNaNNaN2009-08-29 13:20NaN241.5 NaN12.6 NaN12.7 NaN12.7 NaN12.7 NaNNaNNaN
__NaN2009-08-29 13:30NaN241.5 NaN12.3 NaN12.3 NaN12.3 NaN12.3 NaNNaNNaNNaN2009-08-29 13:30NaN241.5 NaN12.6 NaN12.7 NaN12.7 NaN12.7 NaNNaNNaN
__NaN2009-08-29 13:40NaN241.5 NaN12.3 NaN12.3 NaN12.3 NaN12.3 NaNNaNNaNNaN2009-08-29 13:40NaN241.5 NaN12.6 NaN12.7 NaN12.7 NaN12.7 NaNNaNNaN
__NaN2009-08-29 13:50NaN241.5 NaN12.3 NaN12.3 NaN12.3 NaN12.3 NaNNaNNaNNaN2009-08-29 13:50NaN241.5 NaN12.6 NaN12.7 NaN12.7 NaN12.7 NaNNaNNaN
__NaN2009-08-29 14:00NaN241.5 NaN12.3 NaN12.3 NaN12.3 NaN12.3 NaN12.3 NaN10.7 NaN9.2 NaN2009-08-29 14:00NaN241.5 NaN12.6 NaN12.7 NaN12.7 NaN12.7 NaN12.6 NaN12.7 NaN
__NaN2009-08-29 14:10NaN241.5 NaN12.3 NaN12.3 NaN12.3 NaN12.3 NaNNaNNaNNaN2009-08-29 14:10NaN241.5 NaN12.6 NaN12.7 NaN12.7 NaN12.7 NaNNaNNaN
__NaN2009-08-29 14:20NaN241.5 NaN12.3 NaN12.3 NaN12.3 NaN12.3 NaNNaNNaNNaN2009-08-29 14:20NaN241.5 NaN12.7 NaN12.7 NaN12.7 NaN12.7 NaNNaNNaN
__NaN2009-08-29 14:30NaN241.6 NaN12.3 NaN12.3 NaN12.3 NaN12.3 NaNNaNNaNNaN2009-08-29 14:30NaN241.6 NaN12.7 NaN12.7 NaN12.7 NaN12.7 NaNNaNNaN
__NaN2009-08-29 14:40NaN241.6 NaN12.3 NaN12.3 NaN12.3 NaN12.3 NaNNaNNaNNaN2009-08-29 14:40NaN241.6 NaN12.7 NaN12.7 NaN12.7 NaN12.7 NaNNaNNaN
__NaN2009-08-29 14:50NaN241.6 NaN12.3 NaN12.3 NaN12.3 NaN12.3 NaNNaNNaNNaN2009-08-29 14:50NaN241.6 NaN12.7 NaN12.7 NaN12.7 NaN12.7 NaNNaNNaN
__NaN2009-08-29 15:00NaN241.6 NaN12.3 NaN12.3 NaN12.3 NaN12.3 NaN12.3 NaN11.5 NaN9.2 NaN2009-08-29 15:00NaN241.6 NaN12.6 NaN12.7 NaN12.7 NaN12.7 NaN12.6 NaN12.7 NaN
__NaN2009-08-29 15:10NaN241.6 NaN12.3 NaN12.3 NaN12.3 NaN12.3 NaNNaNNaNNaN2009-08-29 15:10NaN241.6 NaN12.7 NaN12.7 NaN12.7 NaN12.7 NaNNaNNaN
__NaN2009-08-29 15:20NaN241.6 NaN12.3 NaN12.3 NaN12.3 NaN12.3 NaNNaNNaNNaN2009-08-29 15:20NaN241.6 NaN12.7 NaN12.7 NaN12.7 NaN12.7 NaNNaNNaN
__NaN2009-08-29 15:30NaN241.6 NaN12.3 NaN12.3 NaN12.3 NaN12.3 NaNNaNNaNNaN2009-08-29 15:30NaN241.6 NaN12.7 NaN12.7 NaN12.7 NaN12.7 NaNNaNNaN
__NaN2009-08-29 15:40NaN241.6 NaN12.3 NaN12.3 NaN12.3 NaN12.3 NaNNaNNaNNaN2009-08-29 15:40NaN241.6 NaN12.7 NaN12.7 NaN12.7 NaN12.7 NaNNaNNaN
__NaN2009-08-29 15:50NaN241.6 NaN12.3 NaN12.3 NaN12.3 NaN12.3 NaNNaNNaNNaN2009-08-29 15:50NaN241.6 NaN12.7 NaN12.7 NaN12.7 NaN12.7 NaNNaNNaN
__NaN2009-08-29 16:00NaN241.6 NaN12.3 NaN12.3 NaN12.3 NaN12.3 NaN12.3 NaN11.4 NaN9.2 NaN2009-08-29 16:00NaN241.6 NaN12.7 NaN12.7 NaN12.7 NaN12.7 NaN12.6 NaN12.7 NaN
__NaN2009-08-29 16:10NaN241.6 NaN12.3 NaN12.3 NaN12.3 NaN12.3 NaNNaNNaNNaN2009-08-29 16:10NaN241.6 NaN12.7 NaN12.7 NaN12.7 NaN12.7 NaNNaNNaN
__NaN2009-08-29 16:20NaN241.6 NaN12.3 NaN12.3 NaN12.3 NaN12.3 NaNNaNNaNNaN2009-08-29 16:20NaN241.6 NaN12.7 NaN12.7 NaN12.7 NaN12.7 NaNNaNNaN
__NaN2009-08-29 16:30NaN241.6 NaN12.3 NaN12.3 NaN12.3 NaN12.3 NaNNaNNaNNaN2009-08-29 16:30NaN241.6 NaN12.7 NaN12.7 NaN12.7 NaN12.7 NaNNaNNaN
__NaN2009-08-29 16:40NaN241.6 NaN12.3 NaN12.3 NaN12.3 NaN12.3 NaNNaNNaNNaN2009-08-29 16:40NaN241.6 NaN12.7 NaN12.7 NaN12.7 NaN12.7 NaNNaNNaN
__NaN2009-08-29 16:50NaN241.7 NaN12.3 NaN12.3 NaN12.3 NaN12.3 NaNNaNNaNNaN2009-08-29 16:50NaN241.7 NaN12.7 NaN12.7 NaN12.7 NaN12.7 NaNNaNNaN
