MH_Time;MH_DOY;MH_0.1_m;MH_0.3_m;MH_0.5_m;MH_1.0_m;MH_3.0_m;MH_5.0_m;MH_7_m;IH_Time;IH_DOY;IH_0.1_m;IH_0.3_m;IH_0.5_m;IH_1.0_m;IH_3.0_m;IH_5.0_m
2009-08-15_04:00;227.167;14.325;14.331;14.342;14.347;13.839;10.260;7.868;2009-08-15_04:00;227.167;14.666;14.695;14.708;14.697;14.427;14.153
2009-08-15_05:00;227.208;14.230;14.259;14.270;14.252;13.767;10.211;7.843;2009-08-15_05:00;227.208;14.594;14.599;14.636;14.649;14.427;14.129
2009-08-15_06:00;227.250;14.206;14.211;14.198;14.204;13.767;10.309;7.843;2009-08-15_06:00;227.250;14.570;14.575;14.588;14.577;14.451;14.129
2009-08-15_07:00;227.292;14.182;14.187;14.174;14.180;13.719;10.383;7.893;2009-08-15_07:00;227.292;14.546;14.551;14.564;14.577;14.475;14.129
2009-08-15_08:00;227.333;14.206;14.211;14.174;14.180;13.671;10.309;7.843;2009-08-15_08:00;227.333;14.594;14.599;14.588;14.577;14.451;14.105
2009-08-15_09:00;227.375;14.230;14.235;14.198;14.180;13.695;10.260;7.843;2009-08-15_09:00;227.375;14.594;14.599;14.588;14.577;14.475;14.105
2009-08-15_10:00;227.417;14.445;14.378;14.318;14.228;13.647;10.211;7.843;2009-08-15_10:00;227.417;14.738;14.719;14.684;14.673;14.475;14.105
2009-08-15_11:00;227.458;14.685;14.594;14.533;14.323;13.671;10.187;7.843;2009-08-15_11:00;227.458;14.857;14.838;14.803;14.697;14.475;14.105
2009-08-15_12:00;227.500;15.043;14.929;14.821;14.515;13.647;10.285;7.818;2009-08-15_12:00;227.500;15.048;15.006;14.947;14.936;14.499;14.081
2009-08-15_13:00;227.542;15.067;15.001;14.940;14.371;13.671;10.285;7.793;2009-08-15_13:00;227.542;15.048;15.006;14.995;14.984;14.523;14.081
2009-08-15_14:00;227.583;15.091;15.072;14.988;14.419;13.647;10.015;7.793;2009-08-15_14:00;227.583;15.001;15.006;15.018;15.008;14.523;14.081
2009-08-15_15:00;227.625;15.043;15.048;14.988;14.515;13.623;9.966;7.843;2009-08-15_15:00;227.625;15.048;15.053;15.066;15.031;14.547;14.081
2009-08-15_16:00;227.667;14.972;14.977;14.964;14.659;13.671;10.309;7.868;2009-08-15_16:00;227.667;15.096;15.077;15.090;15.079;14.547;14.081
2009-08-15_17:00;227.708;14.972;14.977;14.940;14.731;13.623;10.407;7.843;2009-08-15_17:00;227.708;15.048;15.053;15.066;15.055;14.523;14.081
2009-08-15_18:00;227.750;14.900;14.905;14.892;14.635;13.647;10.334;7.818;2009-08-15_18:00;227.750;15.001;14.982;14.995;15.008;14.547;14.057
2009-08-15_19:00;227.792;14.852;14.857;14.821;14.659;13.647;10.334;7.868;2009-08-15_19:00;227.792;15.024;15.030;15.042;15.031;14.547;14.057
2009-08-15_20:00;227.833;14.685;14.714;14.701;14.707;13.647;10.309;7.843;2009-08-15_20:00;227.833;14.881;14.910;14.923;14.912;14.595;14.057
2009-08-15_21:00;227.875;14.613;14.642;14.629;14.635;13.671;10.456;7.893;2009-08-15_21:00;227.875;14.857;14.862;14.899;14.888;14.619;14.057
2009-08-15_22:00;227.917;14.565;14.570;14.557;14.563;13.647;10.530;7.843;2009-08-15_22:00;227.917;14.785;14.814;14.851;14.840;14.595;14.057
2009-08-15_23:00;227.958;14.469;14.498;14.485;14.467;13.599;10.211;7.868;2009-08-15_23:00;227.958;14.785;14.790;14.803;14.792;14.595;14.057
2009-08-16_00:00;228.000;14.373;14.402;14.413;14.395;13.599;10.358;7.868;2009-08-16_00:00;228.000;14.714;14.743;14.755;14.768;14.595;14.033
2009-08-16_01:00;228.042;14.278;14.307;14.294;14.323;13.599;10.236;7.843;2009-08-16_01:00;228.042;14.666;14.695;14.708;14.697;14.595;14.033
2009-08-16_02:00;228.083;14.254;14.283;14.270;14.252;13.575;10.407;7.843;2009-08-16_02:00;228.083;14.594;14.623;14.660;14.649;14.619;14.033
2009-08-16_03:00;228.125;14.158;14.211;14.198;14.204;13.527;10.211;7.843;2009-08-16_03:00;228.125;14.594;14.599;14.612;14.601;14.571;14.033
2009-08-16_04:00;228.167;14.110;14.139;14.126;14.132;13.527;10.309;7.818;2009-08-16_04:00;228.167;14.570;14.575;14.588;14.577;14.547;14.033
2009-08-16_05:00;228.208;14.038;14.067;14.054;14.084;13.502;10.211;7.818;2009-08-16_05:00;228.208;14.522;14.527;14.564;14.553;14.523;14.009
2009-08-16_06:00;228.250;13.990;14.019;14.006;14.012;13.454;10.236;7.793;2009-08-16_06:00;228.250;14.474;14.479;14.516;14.505;14.475;14.009
2009-08-16_07:00;228.292;13.942;13.971;13.958;13.964;13.430;10.309;7.793;2009-08-16_07:00;228.292;14.426;14.455;14.468;14.481;14.451;14.009
2009-08-16_08:00;228.333;13.942;13.971;13.934;13.940;13.430;10.260;7.793;2009-08-16_08:00;228.333;14.450;14.455;14.468;14.457;14.379;14.009
2009-08-16_09:00;228.375;13.966;13.971;13.934;13.940;13.382;10.260;7.793;2009-08-16_09:00;228.375;14.450;14.455;14.468;14.457;14.379;14.009
2009-08-16_10:00;228.417;13.966;13.971;13.958;13.940;13.310;10.285;7.793;2009-08-16_10:00;228.417;14.426;14.431;14.444;14.433;14.331;13.985
2009-08-16_11:00;228.458;14.062;14.043;14.030;14.012;13.286;10.162;7.743;2009-08-16_11:00;228.458;14.474;14.455;14.468;14.457;14.355;13.985
2009-08-16_12:00;228.500;14.038;14.043;14.006;13.988;13.286;10.285;7.843;2009-08-16_12:00;228.500;14.450;14.431;14.444;14.457;14.403;13.985
2009-08-16_13:00;228.542;14.086;14.091;14.078;14.084;13.238;10.162;7.793;2009-08-16_13:00;228.542;14.450;14.431;14.444;14.433;14.427;13.961
2009-08-16_14:00;228.583;14.206;14.187;14.150;14.084;13.238;10.113;7.793;2009-08-16_14:00;228.583;14.546;14.551;14.516;14.505;14.451;13.961
2009-08-16_15:00;228.625;14.230;14.211;14.198;14.132;13.214;10.334;7.893;2009-08-16_15:00;228.625;14.570;14.575;14.564;14.577;14.523;13.961
2009-08-16_16:00;228.667;14.206;14.211;14.198;14.204;13.238;10.187;7.818;2009-08-16_16:00;228.667;14.570;14.575;14.564;14.577;14.547;13.961
2009-08-16_17:00;228.708;14.206;14.187;14.150;14.156;13.262;10.285;7.818;2009-08-16_17:00;228.708;14.594;14.575;14.564;14.577;14.547;13.985
2009-08-16_18:00;228.750;14.206;14.187;14.174;14.180;13.286;10.113;7.793;2009-08-16_18:00;228.750;14.546;14.551;14.540;14.529;14.499;13.985
2009-08-16_19:00;228.792;14.158;14.163;14.150;14.132;13.262;10.309;7.818;2009-08-16_19:00;228.792;14.498;14.479;14.492;14.481;14.475;13.985
2009-08-16_20:00;228.833;14.086;14.091;14.078;14.084;13.238;10.309;7.818;2009-08-16_20:00;228.833;14.402;14.407;14.420;14.433;14.427;14.009
2009-08-16_21:00;228.875;13.966;13.947;13.934;13.964;13.262;10.285;7.793;2009-08-16_21:00;228.875;14.354;14.359;14.372;14.361;14.308;14.009
2009-08-16_22:00;228.917;13.822;13.827;13.814;13.820;13.238;10.285;7.818;2009-08-16_22:00;228.917;14.259;14.240;14.277;14.266;14.212;13.985
2009-08-16_23:00;228.958;13.702;13.707;13.694;13.724;13.214;10.285;7.793;2009-08-16_23:00;228.958;14.187;14.192;14.205;14.194;14.188;13.985
2009-08-17_00:00;229.000;13.606;13.635;13.622;13.652;13.190;10.285;7.793;2009-08-17_00:00;229.000;14.091;14.096;14.133;14.122;14.068;13.985
2009-08-17_01:00;229.042;13.534;13.563;13.549;13.556;13.166;10.236;7.793;2009-08-17_01:00;229.042;13.995;14.000;14.013;14.026;13.996;13.961
2009-08-17_02:00;229.083;13.461;13.466;13.453;13.483;13.142;10.089;7.793;2009-08-17_02:00;229.083;13.947;13.952;13.965;13.954;13.924;13.937
2009-08-17_03:00;229.125;13.389;13.394;13.381;13.387;13.117;10.285;7.793;2009-08-17_03:00;229.125;13.827;13.832;13.845;13.858;13.852;13.913
2009-08-17_04:00;229.167;13.269;13.298;13.285;13.315;13.045;10.211;7.768;2009-08-17_04:00;229.167;13.731;13.736;13.749;13.762;13.732;13.889
2009-08-17_05:00;229.208;13.221;13.226;13.213;13.219;12.997;10.260;7.793;2009-08-17_05:00;229.208;13.659;13.664;13.677;13.666;13.684;13.865
2009-08-17_06:00;229.250;13.125;13.154;13.140;13.147;12.949;10.211;7.768;2009-08-17_06:00;229.250;13.611;13.616;13.629;13.618;13.540;13.841
2009-08-17_07:00;229.292;13.125;13.129;13.116;13.123;12.876;10.260;7.768;2009-08-17_07:00;229.292;13.539;13.544;13.557;13.546;13.540;13.817
2009-08-17_08:00;229.333;13.173;13.154;13.140;13.123;12.828;10.309;7.768;2009-08-17_08:00;229.333;13.611;13.592;13.605;13.594;13.467;13.769
2009-08-17_09:00;229.375;13.245;13.202;13.164;13.123;12.708;10.309;7.768;2009-08-17_09:00;229.375;13.635;13.616;13.653;13.618;13.491;13.745
2009-08-17_10:00;229.417;13.269;13.274;13.213;13.147;12.708;10.260;7.743;2009-08-17_10:00;229.417;13.683;13.712;13.701;13.666;13.516;13.721
2009-08-17_11:00;229.458;13.534;13.514;13.429;13.339;12.683;10.309;7.718;2009-08-17_11:00;229.458;13.923;13.928;13.821;13.762;13.467;13.697
2009-08-17_12:00;229.500;13.558;13.563;13.501;13.243;12.659;10.285;7.743;2009-08-17_12:00;229.500;13.875;13.856;13.821;13.666;13.491;13.673
2009-08-17_13:00;229.542;13.702;13.659;13.622;13.243;12.659;10.481;7.743;2009-08-17_13:00;229.542;13.851;13.832;13.845;13.834;13.491;13.625
2009-08-17_14:00;229.583;14.062;13.947;13.838;13.363;12.611;10.407;7.818;2009-08-17_14:00;229.583;14.091;14.048;14.037;13.954;13.516;13.625
2009-08-17_15:00;229.625;13.870;13.803;13.718;13.411;12.611;10.407;7.843;2009-08-17_15:00;229.625;14.115;14.096;14.109;14.074;13.516;13.601
2009-08-17_16:00;229.667;13.942;13.923;13.910;13.700;12.683;10.187;7.818;2009-08-17_16:00;229.667;14.163;14.144;14.157;14.122;13.516;13.577
2009-08-17_17:00;229.708;13.798;13.803;13.790;13.748;12.611;10.236;7.818;2009-08-17_17:00;229.708;14.067;14.072;14.085;14.074;13.540;13.553
2009-08-17_18:00;229.750;13.750;13.731;13.718;13.676;12.611;10.383;7.843;2009-08-17_18:00;229.750;14.091;14.096;14.109;14.074;13.540;13.553
2009-08-17_19:00;229.792;13.606;13.611;13.598;13.580;12.587;10.432;7.868;2009-08-17_19:00;229.792;14.043;14.024;14.061;14.050;13.540;13.529
2009-08-17_20:00;229.833;13.558;13.563;13.525;13.435;12.587;10.187;7.868;2009-08-17_20:00;229.833;13.971;13.976;13.989;13.978;13.564;13.529
2009-08-17_21:00;229.875;13.389;13.394;13.405;13.387;12.587;10.554;7.843;2009-08-17_21:00;229.875;13.899;13.904;13.917;13.906;13.564;13.505
2009-08-17_22:00;229.917;13.293;13.298;13.285;13.291;12.539;10.285;7.793;2009-08-17_22:00;229.917;13.803;13.784;13.821;13.810;13.588;13.505
2009-08-17_23:00;229.958;13.197;13.202;13.188;13.171;12.563;10.481;7.818;2009-08-17_23:00;229.958;13.707;13.712;13.725;13.738;13.612;13.481
2009-08-18_00:00;230.000;13.076;13.081;13.068;13.074;12.563;10.407;7.843;2009-08-18_00:00;230.000;13.611;13.616;13.629;13.642;13.516;13.481
2009-08-18_01:00;230.042;12.956;12.985;12.972;12.978;12.539;10.407;7.843;2009-08-18_01:00;230.042;13.539;13.544;13.581;13.570;13.564;13.481
2009-08-18_02:00;230.083;12.811;12.864;12.851;12.906;12.514;10.334;7.893;2009-08-18_02:00;230.083;13.466;13.471;13.509;13.497;13.491;13.456
2009-08-18_03:00;230.125;12.787;12.816;12.803;12.809;12.490;10.432;7.818;2009-08-18_03:00;230.125;13.442;13.447;13.484;13.473;13.467;13.456
2009-08-18_04:00;230.167;12.642;12.720;12.706;12.737;12.442;10.456;7.793;2009-08-18_04:00;230.167;13.394;13.399;13.412;13.401;13.395;13.456
2009-08-18_05:00;230.208;12.642;12.671;12.634;12.664;12.418;10.358;7.818;2009-08-18_05:00;230.208;13.322;13.327;13.340;13.329;13.299;13.432
2009-08-18_06:00;230.250;12.570;12.599;12.585;12.592;12.369;10.481;7.793;2009-08-18_06:00;230.250;13.202;13.231;13.244;13.257;13.203;13.408
2009-08-18_07:00;230.292;12.522;12.526;12.513;12.495;12.273;10.579;7.793;2009-08-18_07:00;230.292;13.178;13.183;13.220;13.209;13.179;13.408
2009-08-18_08:00;230.333;12.618;12.575;12.513;12.520;12.224;10.285;7.793;2009-08-18_08:00;230.333;13.250;13.231;13.196;13.233;13.131;13.384
2009-08-18_09:00;230.375;12.570;12.551;12.537;12.520;12.224;10.309;7.793;2009-08-18_09:00;230.375;13.226;13.207;13.172;13.209;13.106;13.360
2009-08-18_10:00;230.417;12.570;12.551;12.537;12.520;12.224;10.383;7.768;2009-08-18_10:00;230.417;13.178;13.159;13.124;13.161;13.058;13.336
2009-08-18_11:00;230.458;12.522;12.526;12.489;12.495;12.248;10.358;7.793;2009-08-18_11:00;230.458;13.081;13.086;13.051;13.088;13.034;13.312
2009-08-18_12:00;230.500;12.546;12.502;12.489;12.495;12.152;10.481;7.793;2009-08-18_12:00;230.500;13.105;13.086;13.051;13.088;13.034;13.288
2009-08-18_13:00;230.542;12.667;12.623;12.610;12.592;12.273;10.383;7.793;2009-08-18_13:00;230.542;13.250;13.183;13.124;13.161;13.058;13.264
2009-08-18_14:00;230.583;12.691;12.647;12.634;12.616;12.224;10.505;7.818;2009-08-18_14:00;230.583;13.250;13.159;13.148;13.161;13.082;13.240
2009-08-18_15:00;230.625;12.715;12.720;12.682;12.689;12.224;10.799;7.793;2009-08-18_15:00;230.625;13.178;13.159;13.172;13.185;13.131;13.240
2009-08-18_16:00;230.667;12.739;12.720;12.706;12.713;12.273;10.236;7.793;2009-08-18_16:00;230.667;13.226;13.183;13.220;13.209;13.131;13.216
2009-08-18_17:00;230.708;12.667;12.647;12.634;12.640;12.369;10.627;7.793;2009-08-18_17:00;230.708;13.178;13.134;13.172;13.161;13.131;13.216
2009-08-18_18:00;230.750;12.642;12.623;12.634;12.616;12.466;10.358;7.843;2009-08-18_18:00;230.750;13.105;13.086;13.124;13.088;13.082;13.216
2009-08-18_19:00;230.792;12.522;12.526;12.513;12.544;12.418;10.481;7.793;2009-08-18_19:00;230.792;12.961;12.966;13.003;13.016;13.010;13.192
2009-08-18_20:00;230.833;12.449;12.454;12.440;12.447;12.345;10.652;7.868;2009-08-18_20:00;230.833;12.937;12.942;12.955;12.968;12.962;13.192
2009-08-18_21:00;230.875;12.328;12.357;12.344;12.375;12.297;10.407;7.818;2009-08-18_21:00;230.875;12.864;12.869;12.907;12.896;12.865;13.168
2009-08-18_22:00;230.917;12.256;12.285;12.271;12.278;12.200;10.309;7.818;2009-08-18_22:00;230.917;12.696;12.700;12.762;12.751;12.745;13.168
2009-08-18_23:00;230.958;12.159;12.188;12.174;12.181;12.152;10.236;7.843;2009-08-18_23:00;230.958;12.623;12.628;12.665;12.654;12.672;13.144
2009-08-19_00:00;231.000;12.062;12.091;12.077;12.084;12.055;10.847;7.893;2009-08-19_00:00;231.000;12.551;12.556;12.569;12.558;12.552;13.120
2009-08-19_01:00;231.042;11.965;11.970;11.956;11.987;11.934;10.725;7.843;2009-08-19_01:00;231.042;12.454;12.435;12.472;12.461;12.503;13.096
2009-08-19_02:00;231.083;11.844;11.849;11.835;11.842;11.812;11.164;7.818;2009-08-19_02:00;231.083;12.285;12.314;12.327;12.316;12.286;13.071
2009-08-19_03:00;231.125;11.698;11.703;11.689;11.720;11.739;11.140;7.843;2009-08-19_03:00;231.125;12.188;12.169;12.206;12.195;12.213;13.023
2009-08-19_04:00;231.167;11.626;11.630;11.616;11.623;11.618;11.140;7.818;2009-08-19_04:00;231.167;12.091;12.096;12.134;12.122;12.044;12.999
2009-08-19_05:00;231.208;11.529;11.533;11.519;11.526;11.472;10.994;7.793;2009-08-19_05:00;231.208;11.946;11.951;11.964;11.953;11.923;12.951
2009-08-19_06:00;231.250;11.407;11.436;11.422;11.429;11.399;10.823;7.793;2009-08-19_06:00;231.250;11.873;11.878;11.916;11.904;11.898;12.903
2009-08-19_07:00;231.292;11.383;11.387;11.373;11.380;11.302;10.969;7.818;2009-08-19_07:00;231.292;11.825;11.805;11.794;11.807;11.777;12.855
2009-08-19_08:00;231.333;11.310;11.314;11.276;11.307;11.253;10.945;7.818;2009-08-19_08:00;231.333;11.703;11.708;11.721;11.710;11.704;12.830
2009-08-19_09:00;231.375;11.261;11.241;11.227;11.259;11.229;10.921;7.843;2009-08-19_09:00;231.375;11.630;11.635;11.624;11.637;11.607;12.782
2009-08-19_10:00;231.417;11.310;11.314;11.276;11.283;11.205;10.945;7.793;2009-08-19_10:00;231.417;11.606;11.611;11.624;11.637;11.583;12.734
2009-08-19_11:00;231.458;11.383;11.338;11.324;11.307;11.229;10.994;7.818;2009-08-19_11:00;231.458;11.800;11.708;11.649;11.686;11.583;12.686
2009-08-19_12:00;231.500;11.310;11.314;11.300;11.307;11.253;10.921;7.793;2009-08-19_12:00;231.500;11.630;11.611;11.624;11.637;11.607;12.637
2009-08-19_13:00;231.542;11.407;11.363;11.349;11.356;11.278;10.994;7.843;2009-08-19_13:00;231.542;11.800;11.708;11.673;11.686;11.607;12.589
2009-08-19_14:00;231.583;11.480;11.436;11.422;11.405;11.375;11.018;7.818;2009-08-19_14:00;231.583;11.800;11.732;11.746;11.734;11.656;12.565
2009-08-19_15:00;231.625;11.456;11.436;11.422;11.429;11.375;11.116;7.843;2009-08-19_15:00;231.625;11.825;11.732;11.721;11.734;11.680;12.541
2009-08-19_16:00;231.667;11.407;11.411;11.397;11.405;11.375;11.091;7.793;2009-08-19_16:00;231.667;11.727;11.708;11.721;11.710;11.680;12.493
2009-08-19_17:00;231.708;11.358;11.363;11.349;11.356;11.351;11.067;7.768;2009-08-19_17:00;231.708;11.679;11.684;11.697;11.686;11.680;12.468
2009-08-19_18:00;231.750;11.383;11.387;11.373;11.380;11.351;10.994;7.793;2009-08-19_18:00;231.750;11.679;11.659;11.697;11.686;11.680;12.444
2009-08-19_19:00;231.792;11.383;11.363;11.349;11.356;11.326;10.994;7.818;2009-08-19_19:00;231.792;11.703;11.659;11.697;11.686;11.656;12.420
2009-08-19_20:00;231.833;11.285;11.314;11.300;11.307;11.302;11.116;7.793;2009-08-19_20:00;231.833;11.606;11.587;11.624;11.613;11.607;12.396
2009-08-19_21:00;231.875;11.188;11.241;11.227;11.234;11.229;11.116;7.793;2009-08-19_21:00;231.875;11.582;11.562;11.600;11.565;11.559;12.396
2009-08-19_22:00;231.917;11.164;11.192;11.178;11.210;11.180;11.018;7.768;2009-08-19_22:00;231.917;11.485;11.514;11.552;11.540;11.534;12.372
2009-08-19_23:00;231.958;11.091;11.144;11.129;11.137;11.132;10.921;7.793;2009-08-19_23:00;231.958;11.436;11.465;11.503;11.492;11.486;12.323
2009-08-20_00:00;232.000;11.066;11.095;11.081;11.088;11.058;10.945;7.768;2009-08-20_00:00;232.000;11.314;11.343;11.381;11.419;11.388;12.323
2009-08-20_01:00;232.042;11.017;11.046;11.032;11.039;11.010;10.774;7.768;2009-08-20_01:00;232.042;11.266;11.295;11.357;11.346;11.315;12.275
2009-08-20_02:00;232.083;10.920;10.949;10.959;10.991;10.937;10.701;7.768;2009-08-20_02:00;232.083;11.290;11.295;11.308;11.297;11.291;12.251
2009-08-20_03:00;232.125;10.871;10.875;10.861;10.869;10.839;10.652;7.743;2009-08-20_03:00;232.125;11.193;11.197;11.235;11.224;11.194;12.227
2009-08-20_04:00;232.167;10.749;10.778;10.763;10.796;10.717;10.603;7.793;2009-08-20_04:00;232.167;11.120;11.124;11.138;11.151;11.023;12.202
2009-08-20_05:00;232.208;10.676;10.704;10.690;10.698;10.619;10.334;7.743;2009-08-20_05:00;232.208;10.925;10.905;10.943;10.932;10.852;12.154
2009-08-20_06:00;232.250;10.602;10.607;10.592;10.576;10.521;10.358;7.743;2009-08-20_06:00;232.250;10.778;10.783;10.797;10.785;10.730;12.106
2009-08-20_07:00;232.292;10.505;10.533;10.494;10.527;10.448;10.285;7.768;2009-08-20_07:00;232.292;10.680;10.660;10.699;10.687;10.657;12.057
2009-08-20_08:00;232.333;10.480;10.484;10.470;10.453;10.423;10.211;7.743;2009-08-20_08:00;232.333;10.631;10.612;10.625;10.638;10.559;12.009
2009-08-20_09:00;232.375;10.431;10.435;10.421;10.429;10.374;10.138;7.768;2009-08-20_09:00;232.375;10.558;10.563;10.577;10.590;10.559;11.960
2009-08-20_10:00;232.417;10.382;10.386;10.372;10.380;10.374;10.113;7.743;2009-08-20_10:00;232.417;10.534;10.514;10.528;10.541;10.486;11.912
2009-08-20_11:00;232.458;10.358;10.362;10.323;10.331;10.301;10.089;7.768;2009-08-20_11:00;232.458;10.509;10.489;10.503;10.516;10.461;11.863
2009-08-20_12:00;232.500;10.333;10.337;10.323;10.331;10.276;10.040;7.743;2009-08-20_12:00;232.500;10.460;10.465;10.479;10.467;10.461;11.815
2009-08-20_13:00;232.542;10.333;10.337;10.298;10.306;10.276;10.064;7.743;2009-08-20_13:00;232.542;10.485;10.465;10.479;10.467;10.461;11.791
2009-08-20_14:00;232.583;10.333;10.337;10.323;10.331;10.276;9.990;7.743;2009-08-20_14:00;232.583;10.485;10.465;10.503;10.492;10.461;11.742
2009-08-20_15:00;232.625;10.333;10.337;10.323;10.331;10.276;10.015;7.693;2009-08-20_15:00;232.625;10.485;10.489;10.503;10.492;10.461;11.693
2009-08-20_16:00;232.667;10.358;10.337;10.323;10.331;10.276;10.015;7.743;2009-08-20_16:00;232.667;10.509;10.489;10.503;10.492;10.461;11.669
2009-08-20_17:00;232.708;10.358;10.337;10.323;10.331;10.276;10.040;7.693;2009-08-20_17:00;232.708;10.509;10.489;10.503;10.516;10.486;11.645
2009-08-20_18:00;232.750;10.358;10.362;10.347;10.355;10.301;10.015;7.693;2009-08-20_18:00;232.750;10.509;10.514;10.528;10.516;10.510;11.621
2009-08-20_19:00;232.792;10.333;10.337;10.323;10.331;10.301;10.015;7.718;2009-08-20_19:00;232.792;10.509;10.514;10.528;10.516;10.510;11.596
2009-08-20_20:00;232.833;10.333;10.337;10.298;10.331;10.276;10.015;7.693;2009-08-20_20:00;232.833;10.509;10.489;10.528;10.516;10.486;11.572
2009-08-20_21:00;232.875;10.309;10.313;10.298;10.306;10.276;10.040;7.693;2009-08-20_21:00;232.875;10.485;10.489;10.503;10.492;10.486;11.548
2009-08-20_22:00;232.917;10.284;10.288;10.274;10.282;10.276;10.064;7.668;2009-08-20_22:00;232.917;10.485;10.465;10.503;10.492;10.461;11.524
2009-08-20_23:00;232.958;10.260;10.264;10.249;10.257;10.203;10.138;7.818;2009-08-20_23:00;232.958;10.460;10.465;10.479;10.467;10.461;11.499
2009-08-21_00:00;233.000;10.235;10.239;10.225;10.233;10.227;10.015;7.718;2009-08-21_00:00;233.000;10.460;10.440;10.454;10.467;10.437;11.475
2009-08-21_01:00;233.042;10.211;10.215;10.200;10.208;10.178;10.138;7.693;2009-08-21_01:00;233.042;10.436;10.416;10.454;10.443;10.412;11.451
2009-08-21_02:00;233.083;10.186;10.190;10.176;10.184;10.154;10.113;7.668;2009-08-21_02:00;233.083;10.411;10.416;10.430;10.418;10.412;11.451
2009-08-21_03:00;233.125;10.186;10.190;10.151;10.159;10.154;10.113;7.693;2009-08-21_03:00;233.125;10.387;10.391;10.405;10.418;10.388;11.426
2009-08-21_04:00;233.167;10.162;10.166;10.151;10.159;10.129;10.113;7.718;2009-08-21_04:00;233.167;10.387;10.367;10.405;10.394;10.363;11.402
2009-08-21_05:00;233.208;10.137;10.141;10.127;10.135;10.129;10.113;7.743;2009-08-21_05:00;233.208;10.387;10.367;10.405;10.394;10.363;11.378
2009-08-21_06:00;233.250;10.137;10.141;10.127;10.135;10.129;10.138;7.793;2009-08-21_06:00;233.250;10.387;10.367;10.405;10.394;10.363;11.353
2009-08-21_07:00;233.292;10.137;10.141;10.127;10.135;10.105;10.113;7.843;2009-08-21_07:00;233.292;10.411;10.391;10.405;10.394;10.363;11.329
2009-08-21_08:00;233.333;10.186;10.190;10.176;10.159;10.129;10.138;9.112;2009-08-21_08:00;233.333;10.436;10.416;10.454;10.443;10.412;11.329
2009-08-21_09:00;233.375;10.211;10.215;10.200;10.184;10.154;10.162;10.049;2009-08-21_09:00;233.375;10.485;10.465;10.479;10.467;10.437;11.305
2009-08-21_10:00;233.417;10.358;10.337;10.323;10.306;10.227;10.236;10.122;2009-08-21_10:00;233.417;10.607;10.563;10.601;10.565;10.535;11.280
2009-08-21_11:00;233.458;10.480;10.484;10.445;10.453;10.374;10.162;10.073;2009-08-21_11:00;233.458;10.705;10.685;10.699;10.687;10.657;11.280
2009-08-21_12:00;233.500;10.651;10.631;10.592;10.600;10.472;10.211;10.098;2009-08-21_12:00;233.500;10.851;10.832;10.845;10.810;10.779;11.280
2009-08-21_13:00;233.542;10.896;10.875;10.812;10.796;10.423;10.187;9.950;2009-08-21_13:00;233.542;11.046;11.027;11.016;10.980;10.950;11.256
2009-08-21_14:00;233.583;11.042;11.046;10.983;10.991;10.472;10.236;9.975;2009-08-21_14:00;233.583;11.241;11.246;11.260;11.248;11.169;11.280
2009-08-21_15:00;233.625;11.188;11.168;11.154;11.137;10.472;10.211;9.877;2009-08-21_15:00;233.625;11.314;11.295;11.308;11.321;11.267;11.280
2009-08-21_16:00;233.667;11.358;11.338;11.324;11.332;10.448;10.211;9.852;2009-08-21_16:00;233.667;11.727;11.708;11.600;11.492;11.340;11.305
2009-08-21_17:00;233.708;11.480;11.436;11.349;11.283;10.472;10.211;9.877;2009-08-21_17:00;233.708;11.558;11.538;11.552;11.516;11.315;11.305
2009-08-21_18:00;233.750;11.504;11.509;11.495;11.283;10.546;10.236;10.049;2009-08-21_18:00;233.750;11.558;11.538;11.552;11.540;11.340;11.329
2009-08-21_19:00;233.792;11.553;11.533;11.519;11.283;10.497;10.187;10.073;2009-08-21_19:00;233.792;11.582;11.562;11.576;11.565;11.340;11.353
2009-08-21_20:00;233.833;11.553;11.557;11.519;11.332;10.448;10.236;9.827;2009-08-21_20:00;233.833;11.703;11.659;11.649;11.565;11.364;11.353
2009-08-21_21:00;233.875;11.529;11.533;11.519;11.332;10.497;10.211;9.852;2009-08-21_21:00;233.875;11.606;11.587;11.600;11.565;11.364;11.378
2009-08-21_22:00;233.917;11.650;11.557;11.519;11.332;10.472;10.187;9.827;2009-08-21_22:00;233.917;11.582;11.562;11.576;11.589;11.340;11.402
2009-08-21_23:00;233.958;11.553;11.557;11.519;11.332;10.497;10.187;9.803;2009-08-21_23:00;233.958;11.582;11.611;11.600;11.589;11.340;11.402
2009-08-22_00:00;234.000;11.504;11.509;11.495;11.283;10.472;10.211;9.729;2009-08-22_00:00;234.000;11.582;11.587;11.600;11.589;11.315;11.402
2009-08-22_01:00;234.042;11.553;11.509;11.495;11.332;10.472;10.187;9.680;2009-08-22_01:00;234.042;11.582;11.562;11.600;11.565;11.340;11.426
2009-08-22_02:00;234.083;11.601;11.509;11.470;11.307;10.497;10.187;9.655;2009-08-22_02:00;234.083;11.606;11.587;11.600;11.565;11.340;11.426
2009-08-22_03:00;234.125;11.553;11.557;11.519;11.307;10.497;10.211;9.630;2009-08-22_03:00;234.125;11.655;11.635;11.624;11.565;11.340;11.426
2009-08-22_04:00;234.167;11.504;11.509;11.495;11.478;10.497;10.187;9.754;2009-08-22_04:00;234.167;11.582;11.562;11.600;11.589;11.340;11.426
