MH_Time;MH_DOY;MH_0.1_m;MH_0.3_m;MH_0.5_m;MH_1.0_m;MH_3.0_m;MH_5.0_m;MH_7_m;IH_Time;IH_DOY;IH_0.1_m;IH_0.3_m;IH_0.5_m;IH_1.0_m;IH_3.0_m;IH_5.0_m
2009-06-27_00:00;178.000;16.689;16.694;16.348;14.084;9.884;7.734;7.114;2009-06-27_00:00;178.000;17.099;17.080;17.093;17.082;14.930;10.475
2009-06-27_01:00;178.042;16.451;16.432;15.943;14.228;9.834;7.809;7.089;2009-06-27_01:00;178.042;16.980;17.009;17.021;17.011;14.906;10.475
2009-06-27_02:00;178.083;16.165;16.146;15.681;14.156;9.957;7.709;7.114;2009-06-27_02:00;178.083;16.908;16.914;16.926;16.915;14.906;10.475
2009-06-27_03:00;178.125;15.879;15.860;15.728;14.156;9.785;7.809;7.140;2009-06-27_03:00;178.125;16.789;16.795;16.831;16.820;14.906;10.475
2009-06-27_04:00;178.167;15.640;15.646;15.418;14.108;9.908;7.759;7.140;2009-06-27_04:00;178.167;16.742;16.747;16.760;16.749;14.906;10.475
2009-06-27_05:00;178.208;15.402;15.431;15.394;14.371;9.933;7.759;7.114;2009-06-27_05:00;178.208;16.670;16.676;16.664;16.677;14.882;10.475
2009-06-27_06:00;178.250;15.402;15.407;15.346;13.940;9.761;7.709;7.140;2009-06-27_06:00;178.250;16.599;16.604;16.593;16.582;14.858;10.475
2009-06-27_07:00;178.292;15.258;15.216;15.131;13.964;9.859;7.784;7.114;2009-06-27_07:00;178.292;16.527;16.509;16.521;16.534;14.906;10.475
2009-06-27_08:00;178.333;15.115;15.120;15.060;14.036;9.859;7.709;7.114;2009-06-27_08:00;178.333;16.480;16.485;16.498;16.487;14.930;10.475
2009-06-27_09:00;178.375;15.019;15.001;14.844;13.940;9.933;7.684;7.114;2009-06-27_09:00;178.375;16.456;16.437;16.474;16.463;14.882;10.475
2009-06-27_10:00;178.417;14.900;14.905;14.868;14.180;9.859;7.734;7.165;2009-06-27_10:00;178.417;16.361;16.366;16.402;16.392;14.858;10.451
2009-06-27_11:00;178.458;14.828;14.833;14.773;14.012;9.957;7.834;7.140;2009-06-27_11:00;178.458;16.361;16.366;16.379;16.368;14.858;10.475
2009-06-27_12:00;178.500;14.852;14.833;14.797;14.683;9.687;7.684;7.114;2009-06-27_12:00;178.500;16.289;16.247;16.259;16.272;14.882;10.451
2009-06-27_13:00;178.542;14.900;14.881;14.868;14.874;9.785;7.709;7.089;2009-06-27_13:00;178.542;16.361;16.294;16.283;16.296;14.810;10.451
2009-06-27_14:00;178.583;15.187;15.120;15.060;14.898;9.859;7.734;7.140;2009-06-27_14:00;178.583;16.385;16.342;16.331;16.344;14.954;10.451
2009-06-27_15:00;178.625;15.569;15.455;15.370;15.113;9.884;7.834;7.114;2009-06-27_15:00;178.625;16.670;16.533;16.545;16.534;15.002;10.475
2009-06-27_16:00;178.667;15.712;15.622;15.609;15.447;9.957;7.759;7.089;2009-06-27_16:00;178.667;16.742;16.628;16.641;16.677;14.930;10.475
2009-06-27_17:00;178.708;15.712;15.693;15.657;15.567;9.810;7.709;7.140;2009-06-27_17:00;178.708;16.718;16.676;16.688;16.701;14.978;10.475
2009-06-27_18:00;178.750;15.783;15.741;15.728;15.615;9.834;7.734;7.089;2009-06-27_18:00;178.750;16.837;16.771;16.831;16.796;15.145;10.475
2009-06-27_19:00;178.792;15.783;15.741;15.728;15.662;9.810;7.884;7.114;2009-06-27_19:00;178.792;16.837;16.818;16.855;16.820;15.073;10.500
2009-06-27_20:00;178.833;15.569;15.550;15.537;15.519;9.908;7.759;7.140;2009-06-27_20:00;178.833;16.742;16.747;16.760;16.749;15.241;10.500
2009-06-27_21:00;178.875;15.402;15.407;15.394;15.352;9.933;7.809;7.114;2009-06-27_21:00;178.875;16.647;16.628;16.664;16.654;15.408;10.500
2009-06-27_22:00;178.917;15.211;15.216;15.203;15.209;9.834;7.659;7.089;2009-06-27_22:00;178.917;16.527;16.533;16.545;16.558;15.432;10.524
2009-06-27_23:00;178.958;15.067;15.072;15.060;15.065;9.810;7.784;7.089;2009-06-27_23:00;178.958;16.432;16.437;16.450;16.463;15.623;10.524
2009-06-28_00:00;179.000;14.900;14.905;14.892;14.898;9.859;7.784;7.089;2009-06-28_00:00;179.000;16.337;16.366;16.379;16.392;15.766;10.524
2009-06-28_01:00;179.042;14.732;14.738;14.725;14.731;9.785;7.759;7.064;2009-06-28_01:00;179.042;16.242;16.271;16.283;16.272;15.813;10.549
2009-06-28_02:00;179.083;14.565;14.570;14.557;14.563;9.957;7.784;7.114;2009-06-28_02:00;179.083;16.122;16.104;16.116;16.129;15.861;10.549
2009-06-28_03:00;179.125;14.445;14.450;14.461;14.467;9.761;7.784;7.064;2009-06-28_03:00;179.125;15.979;15.985;15.997;15.986;15.646;10.549
2009-06-28_04:00;179.167;14.301;14.307;14.294;14.300;9.834;7.684;7.140;2009-06-28_04:00;179.167;15.836;15.841;15.854;15.867;15.837;10.549
2009-06-28_05:00;179.208;14.134;14.139;14.126;14.132;9.859;7.734;7.089;2009-06-28_05:00;179.208;15.693;15.698;15.711;15.700;15.694;10.549
2009-06-28_06:00;179.250;14.062;14.067;14.078;14.084;9.884;7.809;7.089;2009-06-28_06:00;179.250;15.550;15.555;15.568;15.581;15.575;10.549
2009-06-28_07:00;179.292;14.014;14.019;14.006;14.012;9.785;7.759;7.089;2009-06-28_07:00;179.292;15.526;15.507;15.520;15.533;15.503;10.549
2009-06-28_08:00;179.333;14.038;14.019;14.006;14.012;9.908;7.759;7.140;2009-06-28_08:00;179.333;15.526;15.483;15.496;15.509;15.432;10.549
2009-06-28_09:00;179.375;14.182;14.187;14.126;14.132;9.834;7.709;7.114;2009-06-28_09:00;179.375;15.550;15.507;15.496;15.509;15.455;10.573
2009-06-28_10:00;179.417;14.254;14.283;14.270;14.276;9.933;7.734;7.089;2009-06-28_10:00;179.417;15.622;15.555;15.544;15.557;15.455;10.573
2009-06-28_11:00;179.458;14.325;14.307;14.270;14.252;9.884;7.734;7.089;2009-06-28_11:00;179.458;15.645;15.603;15.616;15.605;15.479;10.573
2009-06-28_12:00;179.500;14.565;14.522;14.485;14.371;9.785;7.784;7.089;2009-06-28_12:00;179.500;15.860;15.794;15.759;15.748;15.503;10.573
2009-06-28_13:00;179.542;14.876;14.809;14.749;14.683;9.859;7.759;7.064;2009-06-28_13:00;179.542;16.075;15.937;15.926;15.963;15.575;10.573
2009-06-28_14:00;179.583;15.019;15.025;14.988;14.850;9.884;7.934;7.064;2009-06-28_14:00;179.583;16.122;16.080;16.093;16.058;15.551;10.573
2009-06-28_15:00;179.625;15.354;15.287;15.275;15.089;9.884;7.834;7.165;2009-06-28_15:00;179.625;16.408;16.318;16.307;16.272;15.623;10.573
2009-06-28_16:00;179.667;15.569;15.502;15.514;15.424;9.908;7.659;7.089;2009-06-28_16:00;179.667;16.504;16.437;16.474;16.463;15.742;10.573
2009-06-28_17:00;179.708;15.807;15.765;15.776;15.734;9.933;7.859;7.089;2009-06-28_17:00;179.708;16.551;16.485;16.545;16.534;15.599;10.573
2009-06-28_18:00;179.750;16.046;16.003;16.015;15.996;9.933;7.759;7.140;2009-06-28_18:00;179.750;16.599;16.556;16.617;16.582;15.670;10.573
2009-06-28_19:00;179.792;16.093;16.075;16.039;15.471;10.031;7.859;7.140;2009-06-28_19:00;179.792;16.599;16.604;16.641;16.582;15.694;10.597
2009-06-28_20:00;179.833;15.903;15.908;15.895;15.591;10.080;7.959;7.140;2009-06-28_20:00;179.833;16.551;16.556;16.593;16.582;15.933;10.597
2009-06-28_21:00;179.875;15.807;15.813;15.776;15.591;9.957;7.834;7.140;2009-06-28_21:00;179.875;16.504;16.509;16.521;16.511;15.861;10.597
2009-06-28_22:00;179.917;15.593;15.598;15.585;15.543;10.154;7.934;7.140;2009-06-28_22:00;179.917;16.408;16.414;16.450;16.439;15.813;10.597
2009-06-28_23:00;179.958;15.425;15.431;15.418;15.424;9.982;7.809;7.140;2009-06-28_23:00;179.958;16.289;16.318;16.331;16.344;15.861;10.622
2009-06-29_00:00;180.000;15.258;15.264;15.251;15.280;9.982;7.934;7.140;2009-06-29_00:00;180.000;16.265;16.271;16.283;16.272;15.837;10.622
2009-06-29_01:00;180.042;15.115;15.144;15.131;15.113;10.006;7.834;7.140;2009-06-29_01:00;180.042;16.218;16.199;16.236;16.225;15.861;10.622
2009-06-29_02:00;180.083;15.019;15.025;14.988;14.994;9.957;7.934;7.140;2009-06-29_02:00;180.083;16.075;16.080;16.093;16.106;15.933;10.622
2009-06-29_03:00;180.125;14.876;14.905;14.868;14.874;10.031;7.809;7.140;2009-06-29_03:00;180.125;16.027;16.008;16.021;16.010;15.933;10.622
2009-06-29_04:00;180.167;14.780;14.809;14.773;14.778;10.031;7.884;7.140;2009-06-29_04:00;180.167;15.932;15.937;15.950;15.939;15.790;10.622
2009-06-29_05:00;180.208;14.685;14.714;14.701;14.683;9.957;7.859;7.114;2009-06-29_05:00;180.208;15.836;15.841;15.854;15.867;15.646;10.622
2009-06-29_06:00;180.250;14.732;14.714;14.653;14.635;10.129;7.834;7.089;2009-06-29_06:00;180.250;15.884;15.841;15.854;15.843;15.599;10.622
2009-06-29_07:00;180.292;14.780;14.738;14.653;14.611;10.031;7.759;7.089;2009-06-29_07:00;180.292;15.860;15.841;15.830;15.819;15.551;10.622
2009-06-29_08:00;180.333;14.900;14.785;14.701;14.539;10.080;7.784;7.089;2009-06-29_08:00;180.333;15.908;15.889;15.878;15.867;15.527;10.622
2009-06-29_09:00;180.375;15.091;14.977;14.868;14.683;10.031;7.934;7.114;2009-06-29_09:00;180.375;16.003;15.985;15.950;15.939;15.503;10.622
2009-06-29_10:00;180.417;15.330;15.216;14.964;14.683;10.056;7.834;7.064;2009-06-29_10:00;180.417;16.170;16.175;16.116;16.010;15.575;10.622
2009-06-29_11:00;180.458;15.950;15.669;15.466;15.113;10.154;7.759;7.064;2009-06-29_11:00;180.458;16.456;16.437;16.355;16.296;15.575;10.622
2009-06-29_12:00;180.500;16.213;15.860;15.442;14.731;10.031;7.809;7.064;2009-06-29_12:00;180.500;16.813;16.699;16.688;16.249;15.479;10.622
2009-06-29_13:00;180.542;16.570;16.289;15.561;14.970;10.006;7.759;7.089;2009-06-29_13:00;180.542;16.980;16.890;16.902;16.820;15.551;10.622
2009-06-29_14:00;180.583;16.784;16.647;15.895;15.137;9.884;7.909;7.140;2009-06-29_14:00;180.583;17.194;17.104;17.117;16.892;15.551;10.622
2009-06-29_15:00;180.625;17.236;16.504;15.991;15.017;10.056;7.734;7.140;2009-06-29_15:00;180.625;17.432;17.318;17.331;16.987;15.623;10.622
2009-06-29_16:00;180.667;17.379;17.266;16.039;15.041;10.080;7.859;7.140;2009-06-29_16:00;180.667;17.551;17.485;17.545;17.368;15.646;10.622
2009-06-29_17:00;180.708;17.379;17.242;16.491;15.065;10.080;7.909;7.140;2009-06-29_17:00;180.708;17.598;17.556;17.616;17.558;15.718;10.622
2009-06-29_18:00;180.750;17.379;17.337;17.039;15.137;10.105;7.859;7.140;2009-06-29_18:00;180.750;17.503;17.461;17.521;17.486;15.670;10.622
2009-06-29_19:00;180.792;17.332;17.337;17.158;15.185;10.031;7.884;7.140;2009-06-29_19:00;180.792;17.598;17.580;17.616;17.582;15.718;10.622
2009-06-29_20:00;180.833;17.189;17.194;17.087;15.256;10.031;7.934;7.140;2009-06-29_20:00;180.833;17.456;17.437;17.473;17.463;15.718;10.622
2009-06-29_21:00;180.875;16.975;16.980;16.944;15.376;10.105;7.784;7.140;2009-06-29_21:00;180.875;17.551;17.556;17.569;17.391;15.670;10.646
2009-06-29_22:00;180.917;16.808;16.813;16.658;15.233;10.129;7.809;7.140;2009-06-29_22:00;180.917;17.456;17.461;17.473;17.439;15.718;10.646
2009-06-29_23:00;180.958;16.546;16.551;16.539;15.328;10.203;7.859;7.140;2009-06-29_23:00;180.958;17.289;17.294;17.331;17.320;15.718;10.646
2009-06-30_00:00;181.000;16.379;16.385;16.372;15.662;10.105;7.884;7.140;2009-06-30_00:00;181.000;17.194;17.199;17.212;17.201;15.694;10.646
2009-06-30_01:00;181.042;16.284;16.289;16.277;15.543;10.080;7.834;7.114;2009-06-30_01:00;181.042;17.075;17.056;17.093;17.106;15.718;10.646
2009-06-30_02:00;181.083;16.046;16.075;16.062;15.376;10.129;7.934;7.089;2009-06-30_02:00;181.083;16.956;16.985;16.998;16.987;15.670;10.646
2009-06-30_03:00;181.125;15.927;15.908;15.895;15.256;10.276;7.784;7.140;2009-06-30_03:00;181.125;16.885;16.890;16.902;16.892;15.694;10.646
2009-06-30_04:00;181.167;15.783;15.765;15.752;15.400;10.105;7.784;7.140;2009-06-30_04:00;181.167;16.861;16.842;16.855;16.844;15.718;10.646
2009-06-30_05:00;181.208;15.616;15.669;15.609;15.495;10.105;7.884;7.165;2009-06-30_05:00;181.208;16.766;16.771;16.783;16.773;15.694;10.622
2009-06-30_06:00;181.250;15.664;15.669;15.633;15.352;10.105;7.859;7.165;2009-06-30_06:00;181.250;16.766;16.747;16.783;16.749;15.694;10.622
2009-06-30_07:00;181.292;15.712;15.717;15.681;15.113;10.154;7.934;7.165;2009-06-30_07:00;181.292;16.813;16.771;16.783;16.749;15.694;10.622
2009-06-30_08:00;181.333;15.736;15.765;15.705;15.089;10.056;7.809;7.114;2009-06-30_08:00;181.333;16.813;16.818;16.807;16.796;15.694;10.622
2009-06-30_09:00;181.375;16.213;16.194;16.039;15.065;10.105;7.934;7.140;2009-06-30_09:00;181.375;17.146;17.104;16.950;16.868;15.718;10.622
2009-06-30_10:00;181.417;16.427;16.313;15.824;14.946;10.178;7.759;7.114;2009-06-30_10:00;181.417;17.218;17.199;17.164;16.963;15.718;10.622
2009-06-30_11:00;181.458;16.856;16.528;16.110;15.209;10.203;7.884;7.140;2009-06-30_11:00;181.458;17.551;17.413;17.307;17.249;15.718;10.622
2009-06-30_12:00;181.500;17.165;16.932;16.134;15.352;9.982;7.959;7.190;2009-06-30_12:00;181.500;17.741;17.627;17.592;17.558;15.790;10.622
2009-06-30_13:00;181.542;17.569;17.385;16.587;15.328;10.154;7.834;7.140;2009-06-30_13:00;181.542;17.979;17.889;17.854;17.582;15.861;10.622
2009-06-30_14:00;181.583;17.712;17.646;16.825;15.233;10.203;7.984;7.140;2009-06-30_14:00;181.583;18.074;18.032;18.020;17.677;15.790;10.622
2009-06-30_15:00;181.625;17.807;17.718;17.658;15.233;9.982;7.709;7.114;2009-06-30_15:00;181.625;18.050;17.937;17.902;17.819;15.909;10.622
2009-06-30_16:00;181.667;17.736;17.670;17.562;15.376;10.350;7.984;7.140;2009-06-30_16:00;181.667;18.240;18.174;18.187;18.057;15.790;10.646
2009-06-30_17:00;181.708;17.593;17.575;17.491;15.734;10.252;7.734;7.140;2009-06-30_17:00;181.708;18.098;18.079;18.044;17.962;15.837;10.646
2009-06-30_18:00;181.750;17.379;17.361;17.301;15.686;10.105;7.984;7.165;2009-06-30_18:00;181.750;18.098;18.079;18.092;18.057;15.861;10.646
2009-06-30_19:00;181.792;17.213;17.194;17.134;16.163;10.080;8.034;7.165;2009-06-30_19:00;181.792;18.003;17.984;17.997;17.986;15.885;10.671
2009-06-30_20:00;181.833;16.903;16.861;16.801;16.187;10.301;7.934;7.215;2009-06-30_20:00;181.833;17.860;17.841;17.854;17.843;15.885;10.671
2009-06-30_21:00;181.875;16.713;16.671;16.634;16.187;10.178;7.934;7.190;2009-06-30_21:00;181.875;17.765;17.770;17.783;17.772;15.837;10.671
2009-06-30_22:00;181.917;16.427;16.432;16.420;16.020;10.325;7.734;7.190;2009-06-30_22:00;181.917;17.670;17.675;17.688;17.677;15.909;10.695
2009-06-30_23:00;181.958;16.236;16.242;16.229;15.710;10.178;7.984;7.165;2009-06-30_23:00;181.958;17.551;17.556;17.569;17.558;15.885;10.695
2009-07-01_00:00;182.000;16.070;16.075;16.062;15.495;10.227;8.009;7.215;2009-07-01_00:00;182.000;17.432;17.437;17.473;17.463;15.957;10.695
2009-07-01_01:00;182.042;15.807;15.813;15.800;15.495;10.325;7.784;7.190;2009-07-01_01:00;182.042;17.337;17.342;17.355;17.344;15.861;10.720
2009-07-01_02:00;182.083;15.616;15.622;15.609;15.591;10.105;7.934;7.190;2009-07-01_02:00;182.083;17.218;17.199;17.212;17.225;15.861;10.720
2009-07-01_03:00;182.125;15.449;15.478;15.442;15.447;10.178;8.034;7.165;2009-07-01_03:00;182.125;17.075;17.080;17.093;17.106;15.885;10.720
2009-07-01_04:00;182.167;15.330;15.335;15.323;15.304;10.105;7.909;7.190;2009-07-01_04:00;182.167;16.956;16.961;16.974;16.987;15.980;10.720
2009-07-01_05:00;182.208;15.211;15.216;15.203;15.233;10.301;7.884;7.190;2009-07-01_05:00;182.208;16.837;16.842;16.879;16.868;15.861;10.744
2009-07-01_06:00;182.250;15.163;15.168;15.155;15.161;10.154;7.834;7.190;2009-07-01_06:00;182.250;16.718;16.723;16.760;16.749;15.980;10.744
2009-07-01_07:00;182.292;15.115;15.096;15.084;15.089;10.105;7.859;7.190;2009-07-01_07:00;182.292;16.694;16.676;16.664;16.677;16.147;10.744
2009-07-01_08:00;182.333;15.163;15.168;15.084;15.089;10.276;7.934;7.190;2009-07-01_08:00;182.333;16.742;16.628;16.617;16.630;16.076;10.744
2009-07-01_09:00;182.375;15.139;15.144;15.131;15.113;10.154;7.909;7.190;2009-07-01_09:00;182.375;16.551;16.533;16.545;16.534;16.290;10.769
2009-07-01_10:00;182.417;15.115;15.120;15.107;15.113;10.105;7.759;7.165;2009-07-01_10:00;182.417;16.527;16.509;16.521;16.534;16.433;10.769
2009-07-01_11:00;182.458;15.067;15.072;15.060;15.089;10.203;7.834;7.190;2009-07-01_11:00;182.458;16.432;16.414;16.426;16.439;16.362;10.769
2009-07-01_12:00;182.500;14.972;15.001;14.988;14.994;10.129;7.884;7.165;2009-07-01_12:00;182.500;16.337;16.342;16.355;16.368;16.338;10.769
2009-07-01_13:00;182.542;14.876;14.881;14.892;14.898;10.301;7.934;7.190;2009-07-01_13:00;182.542;16.265;16.271;16.283;16.272;16.266;10.769
2009-07-01_14:00;182.583;14.852;14.857;14.844;14.850;10.252;7.934;7.215;2009-07-01_14:00;182.583;16.242;16.247;16.259;16.249;16.219;10.769
2009-07-01_15:00;182.625;14.804;14.809;14.797;14.802;10.252;7.784;7.165;2009-07-01_15:00;182.625;16.194;16.199;16.212;16.225;16.195;10.793
2009-07-01_16:00;182.667;14.756;14.762;14.749;14.754;10.276;7.884;7.240;2009-07-01_16:00;182.667;16.170;16.151;16.188;16.177;16.171;10.793
2009-07-01_17:00;182.708;14.685;14.714;14.701;14.707;10.227;7.909;7.190;2009-07-01_17:00;182.708;16.122;16.128;16.140;16.129;16.076;10.793
2009-07-01_18:00;182.750;14.637;14.666;14.653;14.659;10.252;7.859;7.165;2009-07-01_18:00;182.750;16.051;16.056;16.069;16.082;16.028;10.793
2009-07-01_19:00;182.792;14.589;14.618;14.581;14.587;10.129;7.909;7.190;2009-07-01_19:00;182.792;15.979;15.985;15.997;16.010;15.980;10.793
2009-07-01_20:00;182.833;14.517;14.522;14.533;14.515;10.227;7.859;7.190;2009-07-01_20:00;182.833;15.956;15.961;15.973;15.986;15.933;10.793
2009-07-01_21:00;182.875;14.421;14.450;14.437;14.443;10.276;8.009;7.190;2009-07-01_21:00;182.875;15.908;15.913;15.950;15.939;15.885;10.769
2009-07-01_22:00;182.917;14.349;14.354;14.342;14.347;10.031;7.834;7.190;2009-07-01_22:00;182.917;15.765;15.770;15.783;15.772;15.790;10.769
2009-07-01_23:00;182.958;14.230;14.259;14.222;14.228;10.252;7.859;7.190;2009-07-01_23:00;182.958;15.645;15.651;15.663;15.676;15.646;10.769
2009-07-02_00:00;183.000;14.134;14.163;14.150;14.156;10.203;7.984;7.140;2009-07-02_00:00;183.000;15.598;15.603;15.616;15.629;15.599;10.769
2009-07-02_01:00;183.042;14.110;14.115;14.102;14.108;10.178;7.934;7.165;2009-07-02_01:00;183.042;15.550;15.555;15.568;15.581;15.551;10.769
2009-07-02_02:00;183.083;13.990;14.019;13.982;14.012;10.252;7.909;7.190;2009-07-02_02:00;183.083;15.454;15.460;15.472;15.485;15.432;10.769
2009-07-02_03:00;183.125;13.942;13.947;13.934;13.940;10.129;7.884;7.165;2009-07-02_03:00;183.125;15.383;15.388;15.401;15.390;15.384;10.769
2009-07-02_04:00;183.167;13.822;13.827;13.814;13.844;10.399;7.834;7.140;2009-07-02_04:00;183.167;15.335;15.340;15.377;15.366;15.336;10.744
2009-07-02_05:00;183.208;13.750;13.755;13.718;13.724;10.129;7.909;7.165;2009-07-02_05:00;183.208;15.263;15.292;15.305;15.294;15.217;10.744
2009-07-02_06:00;183.250;13.678;13.683;13.670;13.652;10.178;7.784;7.140;2009-07-02_06:00;183.250;15.192;15.197;15.234;15.223;15.145;10.744
2009-07-02_07:00;183.292;13.654;13.635;13.622;13.604;10.154;7.834;7.140;2009-07-02_07:00;183.292;15.168;15.149;15.186;15.199;15.121;10.744
2009-07-02_08:00;183.333;13.702;13.683;13.646;13.628;10.080;7.809;7.140;2009-07-02_08:00;183.333;15.263;15.197;15.186;15.175;15.121;10.744
2009-07-02_09:00;183.375;13.774;13.779;13.718;13.700;10.105;7.884;7.140;2009-07-02_09:00;183.375;15.263;15.197;15.186;15.199;15.121;10.744
2009-07-02_10:00;183.417;13.870;13.851;13.814;13.748;10.325;7.834;7.140;2009-07-02_10:00;183.417;15.359;15.245;15.234;15.247;15.169;10.744
2009-07-02_11:00;183.458;14.086;14.043;14.006;13.868;10.276;7.709;7.140;2009-07-02_11:00;183.458;15.431;15.364;15.353;15.366;15.193;10.744
2009-07-02_12:00;183.500;14.301;14.259;14.222;14.132;10.105;8.059;7.140;2009-07-02_12:00;183.500;15.622;15.483;15.472;15.509;15.217;10.744
2009-07-02_13:00;183.542;14.565;14.498;14.461;14.371;10.080;7.934;7.165;2009-07-02_13:00;183.542;15.765;15.674;15.663;15.676;15.264;10.744
2009-07-02_14:00;183.583;14.756;14.690;14.677;14.611;10.472;7.734;7.165;2009-07-02_14:00;183.583;15.908;15.818;15.830;15.819;15.288;10.744
2009-07-02_15:00;183.625;14.852;14.833;14.821;14.754;10.448;7.909;7.165;2009-07-02_15:00;183.625;15.836;15.818;15.854;15.843;15.360;10.769
2009-07-02_16:00;183.667;14.756;14.762;14.749;14.731;10.276;8.034;7.165;2009-07-02_16:00;183.667;15.812;15.794;15.830;15.819;15.288;10.769
2009-07-02_17:00;183.708;14.948;14.881;14.868;14.754;10.325;7.909;7.190;2009-07-02_17:00;183.708;15.908;15.865;15.926;15.891;15.408;10.769
2009-07-02_18:00;183.750;14.780;14.785;14.773;14.754;10.301;7.834;7.165;2009-07-02_18:00;183.750;15.812;15.818;15.830;15.819;15.479;10.769
2009-07-02_19:00;183.792;14.732;14.738;14.725;14.731;10.374;7.959;7.165;2009-07-02_19:00;183.792;15.765;15.746;15.783;15.772;15.360;10.769
2009-07-02_20:00;183.833;14.661;14.666;14.653;14.659;10.448;7.934;7.165;2009-07-02_20:00;183.833;15.717;15.722;15.735;15.748;15.527;10.793
2009-07-02_21:00;183.875;14.541;14.546;14.533;14.539;10.178;7.859;7.165;2009-07-02_21:00;183.875;15.622;15.603;15.639;15.629;15.599;10.793
2009-07-02_22:00;183.917;14.421;14.450;14.437;14.443;10.546;7.959;7.240;2009-07-02_22:00;183.917;15.526;15.507;15.544;15.533;15.503;10.793
2009-07-02_23:00;183.958;14.325;14.331;14.342;14.347;10.374;7.884;7.165;2009-07-02_23:00;183.958;15.454;15.483;15.496;15.485;15.479;10.793
2009-07-03_00:00;184.000;14.134;14.163;14.174;14.180;10.472;7.909;7.165;2009-07-03_00:00;184.000;15.359;15.388;15.401;15.390;15.360;10.817
2009-07-03_01:00;184.042;14.062;14.067;14.054;14.036;10.521;7.834;7.165;2009-07-03_01:00;184.042;15.240;15.269;15.281;15.270;15.241;10.817
2009-07-03_02:00;184.083;13.894;13.899;13.886;13.916;10.521;7.909;7.140;2009-07-03_02:00;184.083;15.168;15.173;15.186;15.175;15.121;10.817
2009-07-03_03:00;184.125;13.798;13.803;13.790;13.796;10.497;7.884;7.165;2009-07-03_03:00;184.125;15.120;15.101;15.138;15.127;14.978;10.817
2009-07-03_04:00;184.167;13.726;13.755;13.742;13.748;10.325;7.934;7.165;2009-07-03_04:00;184.167;14.977;14.958;14.995;14.984;14.954;10.817
2009-07-03_05:00;184.208;13.654;13.635;13.622;13.628;10.276;7.934;7.190;2009-07-03_05:00;184.208;14.905;14.886;14.923;14.888;14.810;10.817
2009-07-03_06:00;184.250;13.558;13.539;13.549;13.532;10.570;7.784;7.140;2009-07-03_06:00;184.250;14.761;14.743;14.779;14.768;14.667;10.817
2009-07-03_07:00;184.292;13.486;13.466;13.453;13.435;10.521;7.909;7.140;2009-07-03_07:00;184.292;14.642;14.623;14.660;14.649;14.571;10.817
2009-07-03_08:00;184.333;13.510;13.490;13.477;13.459;10.497;7.859;7.165;2009-07-03_08:00;184.333;14.642;14.599;14.660;14.601;14.571;10.817
2009-07-03_09:00;184.375;13.654;13.659;13.598;13.483;10.497;8.034;7.165;2009-07-03_09:00;184.375;14.785;14.790;14.779;14.721;14.571;10.842
2009-07-03_10:00;184.417;13.870;13.779;13.694;13.508;10.399;7.884;7.165;2009-07-03_10:00;184.417;14.977;14.958;14.923;14.864;14.571;10.842
2009-07-03_11:00;184.458;14.014;13.923;13.862;13.628;10.399;7.834;7.165;2009-07-03_11:00;184.458;15.048;14.982;14.947;15.008;14.595;10.891
2009-07-03_12:00;184.500;14.325;14.211;14.150;13.868;10.546;7.834;7.140;2009-07-03_12:00;184.500;15.335;15.221;15.210;15.175;14.619;10.915
2009-07-03_13:00;184.542;14.517;14.450;14.413;13.820;10.595;7.884;7.165;2009-07-03_13:00;184.542;15.454;15.340;15.329;15.342;14.643;10.964
2009-07-03_14:00;184.583;14.780;14.738;14.701;13.964;10.374;7.859;7.140;2009-07-03_14:00;184.583;15.574;15.460;15.472;15.485;14.667;11.012
2009-07-03_15:00;184.625;14.972;14.953;14.940;14.156;10.374;7.934;7.165;2009-07-03_15:00;184.625;15.717;15.651;15.687;15.652;14.667;11.037
2009-07-03_16:00;184.667;15.067;15.025;15.036;14.850;10.546;7.859;7.140;2009-07-03_16:00;184.667;15.812;15.722;15.759;15.748;14.667;11.086
2009-07-03_17:00;184.708;15.234;15.216;15.203;15.137;10.741;7.934;7.140;2009-07-03_17:00;184.708;15.860;15.794;15.854;15.772;14.715;11.110
2009-07-03_18:00;184.750;15.282;15.287;15.251;15.256;10.595;7.884;7.140;2009-07-03_18:00;184.750;15.765;15.770;15.783;15.772;14.715;11.159
2009-07-03_19:00;184.792;15.282;15.287;15.275;14.683;10.497;7.984;7.140;2009-07-03_19:00;184.792;15.765;15.746;15.783;15.772;14.691;11.183
2009-07-03_20:00;184.833;15.115;15.120;15.084;14.707;10.668;7.809;7.165;2009-07-03_20:00;184.833;15.669;15.674;15.687;15.676;14.715;11.232
2009-07-03_21:00;184.875;14.900;14.905;14.892;14.419;10.350;7.959;7.190;2009-07-03_21:00;184.875;15.598;15.603;15.616;15.629;14.739;11.256
2009-07-03_22:00;184.917;14.613;14.618;14.605;14.563;10.423;7.884;7.215;2009-07-03_22:00;184.917;15.478;15.460;15.496;15.485;14.810;11.305
2009-07-03_23:00;184.958;14.301;14.307;14.294;14.300;10.692;8.034;7.165;2009-07-03_23:00;184.958;15.287;15.292;15.305;15.318;14.906;11.329
2009-07-04_00:00;185.000;14.014;14.019;14.006;14.036;10.643;7.884;7.215;2009-07-04_00:00;185.000;15.120;15.125;15.138;15.151;14.978;11.353
