MH_Time	MH_DOY	MH_0.1_NaNm	MH_0.3_NaNm	MH_0.5_NaNm	MH_1.0_NaNm	MH_3.0_NaNm	MH_5.0_NaNm	MH_7NaNm	IH_Time	IH_DOY	IH_0.1_NaNm	IH_0.3_NaNm	IH_0.5_NaNm	IH_1.0_NaNm	IH_3.0_NaNm	IH_5.0_NaNm
2009-08-29NaN13:00	241.5	12.3	12.3	12.3	12.3	12.3	10.4	9.2	2009-08-29NaN13:00	241.5	12.6	12.7	12.7	12.7	12.6	12.7
2009-08-29NaN13:10	241.5	12.3	12.3	12.3	12.3				2009-08-29NaN13:10	241.5	12.6	12.7	12.7	12.7
2009-08-29NaN13:20	241.5	12.3	12.3	12.3	12.3				2009-08-29NaN13:20	241.5	12.6	12.7	12.7	12.7
2009-08-29NaN13:30	241.5	12.3	12.3	12.3	12.3				2009-08-29NaN13:30	241.5	12.6	12.7	12.7	12.7
2009-08-29NaN13:40	241.5	12.3	12.3	12.3	12.3				2009-08-29NaN13:40	241.5	12.6	12.7	12.7	12.7
2009-08-29NaN13:50	241.5	12.3	12.3	12.3	12.3				2009-08-29NaN13:50	241.5	12.6	12.7	12.7	12.7
2009-08-29NaN14:00	241.5	12.3	12.3	12.3	12.3	12.3  10.7	9.2	2009-08-29NaN14:00	241.5	12.6	12.7	12.7	12.7	12.6	12.7
2009-08-29NaN14:10	241.5	12.3	12.3	12.3	12.3				2009-08-29NaN14:10	241.5	12.6	12.7	12.7	12.7
2009-08-29NaN14:20	241.5	12.3	12.3	12.3	12.3				2009-08-29NaN14:20	241.5	12.7	12.7	12.7	12.7
2009-08-29NaN14:30	241.6	12.3	12.3	12.3	12.3				2009-08-29NaN14:30	241.6	12.7	12.7	12.7	12.7
2009-08-29NaN14:40	241.6	12.3	12.3	12.3	12.3				2009-08-29NaN14:40	241.6	12.7	12.7	12.7	12.7
2009-08-29NaN14:50	241.6	12.3	12.3	12.3	12.3				2009-08-29NaN14:50	241.6	12.7	12.7	12.7	12.7
2009-08-29NaN15:00	241.6	12.3	12.3	12.3	12.3	12.3	11.5	9.2	2009-08-29NaN15:00	241.6	12.6	12.7	12.7	12.7	12.6	12.7
2009-08-29NaN15:10	241.6	12.3	12.3	12.3	12.3				2009-08-29NaN15:10	241.6	12.7	12.7	12.7	12.7
2009-08-29NaN15:20	241.6	12.3	12.3	12.3	12.3				2009-08-29NaN15:20	241.6	12.7	12.7	12.7	12.7
2009-08-29NaN15:30	241.6	12.3	12.3	12.3	12.3				2009-08-29NaN15:30	241.6	12.7	12.7	12.7	12.7
2009-08-29NaN15:40	241.6	12.3	12.3	12.3	12.3				2009-08-29NaN15:40	241.6	12.7	12.7	12.7	12.7
2009-08-29NaN15:50	241.6	12.3	12.3	12.3	12.3				2009-08-29NaN15:50	241.6	12.7	12.7	12.7	12.7
2009-08-29NaN16:00	241.6	12.3	12.3	12.3	12.3	12.3	11.4	9.2	2009-08-29NaN16:00	241.6	12.7	12.7	12.7	12.7	12.6	12.7
2009-08-29NaN16:10	241.6	12.3	12.3	12.3	12.3				2009-08-29NaN16:10	241.6	12.7	12.7	12.7	12.7
2009-08-29NaN16:20	241.6	12.3	12.3	12.3	12.3				2009-08-29NaN16:20	241.6	12.7	12.7	12.7	12.7
2009-08-29NaN16:30	241.6	12.3	12.3	12.3	12.3				2009-08-29NaN16:30	241.6	12.7	12.7	12.7	12.7
2009-08-29NaN16:40	241.6	12.3	12.3	12.3	12.3				2009-08-29NaN16:40	241.6	12.7	12.7	12.7	12.7
2009-08-29NaN16:50	241.7	12.3	12.3	12.3	12.3				2009-08-29NaN16:50	241.7	12.7	12.7	12.7	12.7
2009-08-29NaN17:00	241.7	12.3	12.3	12.3	12.3	12.3	11.8	9.2	2009-08-29NaN17:00	241.7	12.7	12.7	12.7	12.7	12.7	12.7
2009-08-29NaN17:10	241.7	12.3	12.3	12.3	12.3				2009-08-29NaN17:10	241.7	12.7	12.7	12.7	12.7
2009-08-29NaN17:20	241.7	12.3	12.3	12.3	12.3				2009-08-29NaN17:20	241.7	12.7	12.7	12.7	12.7
2009-08-29NaN17:30	241.7	12.3	12.3	12.3	12.3				2009-08-29NaN17:30	241.7	12.7	12.7	12.7	12.7
2009-08-29NaN17:40	241.7	12.3	12.3	12.3	12.3				2009-08-29NaN17:40	241.7	12.7	12.7	12.7	12.7
2009-08-29NaN17:50	241.7	12.3	12.3	12.3	12.3				2009-08-29NaN17:50	241.7	12.7	12.7	12.7	12.7
2009-08-29NaN18:00	241.7	12.3	12.3	12.3	12.3	12.3	11.9	9.2	2009-08-29NaN18:00	241.7	12.7	12.7	12.7	12.7	12.7	12.7
2009-08-29NaN18:10	241.7	12.3	12.3	12.3	12.3				2009-08-29NaN18:10	241.7	12.7	12.7	12.7	12.7
2009-08-29NaN18:20	241.7	12.3	12.3	12.3	12.3				2009-08-29NaN18:20	241.7	12.7	12.7	12.7	12.7
2009-08-29NaN18:30	241.7	12.3	12.3	12.3	12.3				2009-08-29NaN18:30	241.7	12.7	12.7	12.7	12.7
2009-08-29NaN18:40	241.7	12.3	12.3	12.3	12.3				2009-08-29NaN18:40	241.7	12.7	12.7	12.7	12.7
2009-08-29NaN18:50	241.7	12.3	12.3	12.3	12.3				2009-08-29NaN18:50	241.7	12.7	12.7	12.7	12.7
2009-08-29NaN19:00	241.7	12.3	12.3	12.3	12.3	12.3	12.1	9.2	2009-08-29NaN19:00	241.7	12.7	12.7	12.7	12.7	12.7	12.7
2009-08-29NaN19:10	241.7	12.3	12.3	12.3	12.3				2009-08-29NaN19:10	241.7	12.7	12.7	12.7	12.7
2009-08-29NaN19:20	241.8	12.3	12.3	12.3	12.3				2009-08-29NaN19:20	241.8	12.7	12.7	12.7	12.7
2009-08-29NaN19:30	241.8	12.3	12.3	12.3	12.3				2009-08-29NaN19:30	241.8	12.7	12.7	12.7	12.7
2009-08-29NaN19:40	241.8	12.3	12.3	12.3	12.3				2009-08-29NaN19:40	241.8	12.7	12.7	12.7	12.7
2009-08-29NaN19:50	241.8	12.3	12.3	12.3	12.3				2009-08-29NaN19:50	241.8	12.7	12.7	12.7	12.7
2009-08-29NaN20:00	241.8	12.3	12.3	12.3	12.3	12.3	12.2	9.2	2009-08-29NaN20:00	241.8	12.7	12.7	12.7	12.7	12.7	12.7
2009-08-29NaN20:10	241.8	12.3	12.3	12.3	12.3				2009-08-29NaN20:10	241.8	12.7	12.7	12.7	12.7
2009-08-29NaN20:20	241.8	12.3	12.3	12.3	12.3				2009-08-29NaN20:20	241.8	12.7	12.7	12.7	12.7
2009-08-29NaN20:30	241.8	12.3	12.3	12.3	12.3				2009-08-29NaN20:30	241.8	12.7	12.7	12.7	12.7
2009-08-29NaN20:40	241.8	12.3	12.3	12.3	12.3				2009-08-29NaN20:40	241.8	12.7	12.7	12.7	12.7
2009-08-29NaN20:50	241.8	12.3	12.3	12.3	12.3				2009-08-29NaN20:50	241.8	12.7	12.7	12.7	12.7
2009-08-29NaN21:00	241.8	12.3	12.3	12.3	12.3	12.3	12.3	9.2	2009-08-29NaN21:00	241.8	12.7	12.7	12.7	12.7	12.7	12.7
2009-08-29NaN21:10	241.8	12.3	12.3	12.3	12.3				2009-08-29NaN21:10	241.8	12.7	12.7	12.7	12.7
2009-08-29NaN21:20	241.8	12.3	12.3	12.3	12.3				2009-08-29NaN21:20	241.8	12.7	12.7	12.7	12.7
2009-08-29NaN21:30	241.8	12.3	12.3	12.3	12.3				2009-08-29NaN21:30	241.8	12.7	12.7	12.7	12.7
2009-08-29NaN21:40	241.9	12.3	12.3	12.3	12.3				2009-08-29NaN21:40	241.9	12.7	12.7	12.7	12.7
2009-08-29NaN21:50	241.9	12.3	12.3	12.3	12.3				2009-08-29NaN21:50	241.9	12.7	12.7	12.7	12.7
2009-08-29NaN22:00	241.9	12.3	12.3	12.3	12.3	12.3	12.2	9.3	2009-08-29NaN22:00	241.9	12.7	12.7	12.7	12.7	12.7	12.7
2009-08-29NaN22:10	241.9	12.3	12.3	12.3	12.3				2009-08-29NaN22:10	241.9	12.7	12.7	12.7	12.7
2009-08-29NaN22:20	241.9	12.3	12.3	12.3	12.3				2009-08-29NaN22:20	241.9	12.7	12.7	12.7	12.7
2009-08-29NaN22:30	241.9	12.3	12.3	12.3	12.3				2009-08-29NaN22:30	241.9	12.7	12.7	12.7	12.7
2009-08-29NaN22:40	241.9	12.3	12.3	12.3	12.3				2009-08-29NaN22:40	241.9	12.7	12.7	12.7	12.7
2009-08-29NaN22:50	241.9	12.3	12.3	12.3	12.3				2009-08-29NaN22:50	241.9	12.7	12.7	12.7	12.7
2009-08-29NaN23:00	241.9	12.3	12.3	12.3	12.3	12.3	12.2	9.2	2009-08-29NaN23:00	241.9	12.6	12.7	12.7	12.7	12.7	12.7
2009-08-29NaN23:10	241.9	12.3	12.3	12.3	12.3				2009-08-29NaN23:10	241.9	12.6	12.7	12.7	12.7
2009-08-29NaN23:20	241.9	12.3	12.3	12.3	12.3				2009-08-29NaN23:20	241.9	12.6	12.7	12.7	12.7
2009-08-29NaN23:30	241.9	12.3	12.3	12.3	12.3				2009-08-29NaN23:30	241.9	12.7	12.7	12.7	12.7
2009-08-29NaN23:40	241.9	12.3	12.3	12.3	12.3				2009-08-29NaN23:40	241.9	12.7	12.7	12.7	12.7
2009-08-29NaN23:50	241.9	12.3	12.3	12.3	12.3				2009-08-29NaN23:50	241.9	12.6	12.7	12.7	12.7
2009-08-30NaN00:00	242.0	12.3	12.3	12.3	12.3	12.3	12.1	9.2	2009-08-30NaN00:00	242.0	12.6	12.6	12.7	12.7	12.6	12.7
2009-08-30NaN00:10	242.0	12.3	12.3	12.3	12.3				2009-08-30NaN00:10	242.0	12.6	12.6	12.7	12.7
